# 147 Galaxy  m_bulge  M/L    M_bulge     M_bh   BT     Flag star
#  1624-0054   19.8 14.7   19.7 0.2   4.09  0.07   14.66 0.02 1     0.39 0.01	 18.24 0.05   0.03	   
#  1625-0043   20.0 17.6   20.3 1.6   2.21  0.08   17.59 0.03 2,3,4 0.72 0.52	 20.25 0.28   0.08	   
#  1626+3502   19.3 15.0   19.8 0.1   3.41  0.86   15.01 0.04 3     1.61 0.43	 15.54 0.26   0.38	   
#  1631+2437   18.2 16.4   18.6 0.3   0.96  0.02   17.39 0.28 4     0.76 0.26	 16.81 0.21   0.63	   
#  1656+3714   18.6 17.2   18.8 0.4   8.88	 > 16.46      2,3   1.95 0.08	 17.22 0.02   0.90 nuclear 
#  1708+6015   18.8 16.6   19.1 0.2   9.40  2.62   17.10 0.22 2     0.85 0.13	 18.51 0.05   0.17 bar     
#  2058-0650   18.4 17.4   18.5 0.1  10.92 10.92   18.30 3.99 2     1.12 0.06	 17.50 0.02   0.68	   
#  2124+0106   19.8 17.9   20.3 0.5   2.96  0.18   18.73 0.11 2,3   2.22 0.43	 18.44 0.07   0.57	   
#  2137-0838   19.1 17.8   19.5 0.6   4.35  0.25   18.22 0.05 2     0.59 0.30	 19.55 0.20   0.18 bar     
#  2207-0010   20.7 19.8   21.9 0.9   5.73	 > 19.17      4     1.27 0.08	 19.50 0.02   1.00	   
#  2211-0105   20.3 15.4   20.7 0.1   4.55  0.22   15.78 0.06 1     0.61 0.02	 19.26 0.03   0.04 bar     
#  2238+1433   18.8 17.8   19.2 0.5   3.61  0.23   18.25 0.05 2     0.26 0.10	 19.71 0.49   0.14 bar     
#  2256+1410   18.9 18.4   19.4 0.3   2.96  0.28   19.18 0.07 2     0.52 0.03	 18.80 0.01   0.59	   
#  2358+0020   20.2 18.4 > 27.1       6.69  2.23   18.98 0.27 4     0.34 0.02	 19.57 0.03   0.27 bar     
